id.exposure,id.outcome,outcome,exposure,method,nsnp,b,se,pval,pt,MR_PRESSO
1TPqvE,HK3y6J,ab42,sleepdoherty,MR Egger,9,0.0038476736570025134,0.2614080428703353,0.9886670637909216,5e-8,TRUE
1TPqvE,HK3y6J,ab42,sleepdoherty,Weighted median,9,0.028356329164517278,0.06368695754862234,0.6561423722999259,5e-8,TRUE
1TPqvE,HK3y6J,ab42,sleepdoherty,Weighted mode,9,0.027045492911595415,0.09531666566013805,0.7838118021392075,5e-8,TRUE
1tZGCy,VDtoEK,ab42,ldl,Inverse variance weighted (fixed effects),162,0.011308697031502443,0.008361034402490133,0.1762002016274306,5e-8,TRUE
1tZGCy,VDtoEK,ab42,ldl,MR Egger,162,0.011299472445002689,0.016798157016626503,0.5021330142992144,5e-8,TRUE
1tZGCy,VDtoEK,ab42,ldl,Weighted median,162,0.007701848561708881,0.013819872492727163,0.577320813781709,5e-8,TRUE
1tZGCy,VDtoEK,ab42,ldl,Weighted mode,162,0.012191755066977783,0.0162393725676746,0.45389727171823746,5e-8,TRUE
2d5eq4,h88Qnt,aaos,dep,Inverse variance weighted (fixed effects),31,-0.5999387856307625,0.3711160741522719,0.10596899377574111,5e-8,TRUE
2d5eq4,h88Qnt,aaos,dep,MR Egger,31,1.3804223659692165,1.448723219347116,0.3485389392953624,5e-8,TRUE
2d5eq4,h88Qnt,aaos,dep,Weighted median,31,-0.32617240145883797,0.5272765071533426,0.536180958948953,5e-8,TRUE
2d5eq4,h88Qnt,aaos,dep,Weighted mode,31,0.08749456256297883,0.9727657615088026,0.9289294469090175,5e-8,TRUE
36jRo5,OiaDX5,ptau,audit,Inverse variance weighted (fixed effects),8,0.22351087347249352,0.22529426523224258,0.32115646933937403,5e-8,TRUE
36jRo5,OiaDX5,ptau,audit,MR Egger,8,-0.2246631353660357,0.5302169628597304,0.6865402328378364,5e-8,TRUE
36jRo5,OiaDX5,ptau,audit,Weighted median,8,0.4800422679737906,0.32066683210376123,0.13438999583683212,5e-8,TRUE
36jRo5,OiaDX5,ptau,audit,Weighted mode,8,0.6278042420367116,0.5276462385122245,0.2729022690350176,5e-8,TRUE
3DAMrM,9gQwNO,hipv,trig,Inverse variance weighted (fixed effects),137,0.02157789064296459,0.0196102159170688,0.27118432858704555,5e-8,TRUE
3DAMrM,9gQwNO,hipv,trig,MR Egger,137,0.05140925515483568,0.03960226120016414,0.19645285069081012,5e-8,TRUE
3DAMrM,9gQwNO,hipv,trig,Weighted median,137,0.006676052223481708,0.03304503098751368,0.8398941082903163,5e-8,TRUE
3DAMrM,9gQwNO,hipv,trig,Weighted mode,137,0.01167473961620158,0.035356245727424164,0.741754657918664,5e-8,TRUE
4DWO5x,b6y8xU,nft4,mdd,Inverse variance weighted (fixed effects),45,0.06267596960142072,0.2292226074333208,0.7845239282047172,5e-8,TRUE
4DWO5x,b6y8xU,nft4,mdd,MR Egger,45,-0.5873740769162241,1.4145359153773382,0.6800298340664035,5e-8,TRUE
4DWO5x,b6y8xU,nft4,mdd,Weighted median,45,0.2947566601105909,0.3330377281965113,0.3761270433966055,5e-8,TRUE
4DWO5x,b6y8xU,nft4,mdd,Weighted mode,45,0.4512723204666882,0.6675053100777354,0.5025420584500548,5e-8,TRUE
4SOHQs,RaO0Cm,hipv,alccliu,Inverse variance weighted (fixed effects),68,-0.0029592456764019415,0.057717826735025984,0.9591096456276874,5e-8,TRUE
4SOHQs,RaO0Cm,hipv,alccliu,MR Egger,68,-0.0021332876035787536,0.08586667060384297,0.9802542104676253,5e-8,TRUE
4SOHQs,RaO0Cm,hipv,alccliu,Weighted median,68,-0.08860432914247121,0.09057627808240289,0.32796114629612144,5e-8,TRUE
4SOHQs,RaO0Cm,hipv,alccliu,Weighted mode,68,-0.08144933360370521,0.09570826757453345,0.39779139400858343,5e-8,TRUE
54r9do,J791Ff,nft4,hdl,Inverse variance weighted (fixed effects),230,0.09955825702017028,0.08255041391019936,0.227806010463141,5e-8,TRUE
54r9do,J791Ff,nft4,hdl,MR Egger,230,0.15661410408546525,0.16662428125196752,0.34825143182619434,5e-8,TRUE
54r9do,J791Ff,nft4,hdl,Weighted median,230,0.06341575814784056,0.1463316327924698,0.6647458999289266,5e-8,TRUE
54r9do,J791Ff,nft4,hdl,Weighted mode,230,0.11307485138508788,0.20106069476839192,0.5743993205439242,5e-8,TRUE
5iUFy6,UBjjPf,ptau,bmi,Inverse variance weighted (fixed effects),1549,-0.004222684018000764,0.010905770047491624,0.6986101962802083,5e-8,TRUE
5iUFy6,UBjjPf,ptau,bmi,MR Egger,1549,0.09037322669186929,0.03290188730347762,0.006088703109413651,5e-8,TRUE
5iUFy6,UBjjPf,ptau,bmi,Weighted median,1549,-0.009947346709339533,0.019136481732680493,0.6031955665904534,5e-8,TRUE
5iUFy6,UBjjPf,ptau,bmi,Weighted mode,1549,-0.009612889741803077,0.04261032391382534,0.8215423083210561,5e-8,TRUE
5PHVRr,2Cz7mr,ab42,hear,Inverse variance weighted (fixed effects),31,0.0964286210200944,0.11196498578390322,0.38910638196928077,5e-8,TRUE
5PHVRr,2Cz7mr,ab42,hear,MR Egger,31,2.7853879503172596,0.6855426007468204,3.3703223149077845e-4,5e-8,TRUE
5PHVRr,2Cz7mr,ab42,hear,Weighted median,31,0.12622134845019264,0.18081881642438477,0.4851432498954157,5e-8,TRUE
5PHVRr,2Cz7mr,ab42,hear,Weighted mode,31,0.5117624113143542,0.3741216941654511,0.18150217017933512,5e-8,TRUE
5SVvxe,gP7M1O,aaos,sbp,Inverse variance weighted (fixed effects),1486,0.004748008331719239,0.001755480615547998,0.006837080055469791,5e-8,TRUE
5SVvxe,gP7M1O,aaos,sbp,MR Egger,1486,0.001138163567246386,0.005091663284838443,0.8231501243689612,5e-8,TRUE
5SVvxe,gP7M1O,aaos,sbp,Weighted median,1486,0.004729379944691847,0.002991861278531258,0.1139355758038443,5e-8,TRUE
5SVvxe,gP7M1O,aaos,sbp,Weighted mode,1486,0.002637921464593296,0.006625754883286212,0.6905905147239514,5e-8,TRUE
5tJRUM,vliRS0,ab42,diab,Inverse variance weighted (fixed effects),176,0.004566386841322038,0.005242882019090318,0.383771170128136,5e-8,TRUE
5tJRUM,vliRS0,ab42,diab,MR Egger,176,0.0021993651898587177,0.013252069263769022,0.8683780373019724,5e-8,TRUE
5tJRUM,vliRS0,ab42,diab,Weighted median,176,0.010361595635380102,0.010380044255554664,0.3181713891598805,5e-8,TRUE
5tJRUM,vliRS0,ab42,diab,Weighted mode,176,0.006841852331547493,0.011812789611375534,0.5632056124122373,5e-8,TRUE
5y2UcN,gEunAd,vbiany,smki,Inverse variance weighted (fixed effects),133,-0.19012093888941345,0.5167969808478268,0.7129603105368056,5e-8,TRUE
5y2UcN,gEunAd,vbiany,smki,MR Egger,133,-1.9472910738852176,2.824059940909422,0.49170562762209,5e-8,TRUE
5y2UcN,gEunAd,vbiany,smki,Weighted median,133,0.1601431125521533,0.7635826951863959,0.8338815642177626,5e-8,TRUE
5y2UcN,gEunAd,vbiany,smki,Weighted mode,133,0.9550316680672744,2.1181119747306645,0.6528099333952471,5e-8,TRUE
68pXFg,YbzFOv,ab42,mvpa,Inverse variance weighted (fixed effects),28,0.2810629293951821,0.061948722395036654,5.705322689610254e-6,5e-8,TRUE
68pXFg,YbzFOv,ab42,mvpa,MR Egger,28,1.3208783420685763,0.400525689232368,0.002823650984578796,5e-8,TRUE
68pXFg,YbzFOv,ab42,mvpa,Weighted median,28,0.259301273413375,0.09266812366974335,0.005139286692236402,5e-8,TRUE
68pXFg,YbzFOv,ab42,mvpa,Weighted mode,28,-0.02751995673432517,0.21048370340422531,0.8969453510986631,5e-8,TRUE
6Ps40x,QMMQAl,vbiany,hear,Inverse variance weighted (fixed effects),35,-1.613553549991842,1.298780184205833,0.21410348292954698,5e-8,TRUE
6Ps40x,QMMQAl,vbiany,hear,MR Egger,35,-2.797617346612909,3.2787080852199164,0.399661793319662,5e-8,TRUE
6Ps40x,QMMQAl,vbiany,hear,Weighted median,35,-0.797690437825796,2.1150410849709274,0.7060611893549174,5e-8,TRUE
6Ps40x,QMMQAl,vbiany,hear,Weighted mode,35,0.05464038266515914,2.510210620393608,0.9827608659786163,5e-8,TRUE
6sTDxN,MjftsV,aaos,tc,Inverse variance weighted (fixed effects),238,0.030198825740325935,0.025995930698939265,0.24536745832531606,5e-8,TRUE
6sTDxN,MjftsV,aaos,tc,MR Egger,238,-0.00949130711140598,0.06262495742670951,0.8796651149107186,5e-8,TRUE
6sTDxN,MjftsV,aaos,tc,Weighted median,238,-0.002509410594606778,0.045301360613453974,0.9558248039861938,5e-8,TRUE
6sTDxN,MjftsV,aaos,tc,Weighted mode,238,-0.028283690790934735,0.05226512263154324,0.588906959512123,5e-8,TRUE
7jLJoF,X7KnCL,hipv,ldl,Inverse variance weighted (fixed effects),182,-0.04060895784671301,0.016611808312771068,0.014501937767746775,5e-8,TRUE
7jLJoF,X7KnCL,hipv,ldl,MR Egger,182,-0.050148154740359274,0.03428484067529511,0.14529559262299174,5e-8,TRUE
7jLJoF,X7KnCL,hipv,ldl,Weighted median,182,-0.032369726780419,0.028276860665902494,0.25231580229095674,5e-8,TRUE
7jLJoF,X7KnCL,hipv,ldl,Weighted mode,182,-0.03819278057595743,0.03236917461738268,0.23958360644506932,5e-8,TRUE
7PrbLt,CVDnC6,vbiany,educ,Inverse variance weighted (fixed effects),1158,0.33700431910413725,0.1805026159787143,0.061896996278879436,5e-8,TRUE
7PrbLt,CVDnC6,vbiany,educ,MR Egger,1158,0.23315278726747848,0.6514529664080966,0.7204860485358477,5e-8,TRUE
7PrbLt,CVDnC6,vbiany,educ,Weighted median,1158,0.16278054876696116,0.2722688566227687,0.549928719172334,5e-8,TRUE
7PrbLt,CVDnC6,vbiany,educ,Weighted mode,1158,-0.6322383584001017,1.1507971449740513,0.5828427118295807,5e-8,TRUE
7SQli5,5khItQ,ab42,dbp,Inverse variance weighted (fixed effects),1246,7.8630433805405e-4,8.556151196481666e-4,0.35809921377748283,5e-8,TRUE
7SQli5,5khItQ,ab42,dbp,MR Egger,1246,0.0056329831983880285,0.0024411671490965074,0.021190697327550675,5e-8,TRUE
7SQli5,5khItQ,ab42,dbp,Weighted median,1246,4.478801355576698e-4,0.0014151276790842853,0.7516271946884702,5e-8,TRUE
7SQli5,5khItQ,ab42,dbp,Weighted mode,1246,-8.915884206878721e-4,0.0037736088324758226,0.8132624676838093,5e-8,TRUE
7TXtHE,rks0Pi,nft4,alccliu,Inverse variance weighted (fixed effects),72,-0.2530861220643398,0.2982601446962662,0.3961364492625057,5e-8,TRUE
7TXtHE,rks0Pi,nft4,alccliu,MR Egger,72,0.40521785503796226,0.4314592354578993,0.35086788446070316,5e-8,TRUE
7TXtHE,rks0Pi,nft4,alccliu,Weighted median,72,0.11848822778464929,0.4830569751509655,0.8062332046498484,5e-8,TRUE
7TXtHE,rks0Pi,nft4,alccliu,Weighted mode,72,0.26176857216402283,0.46439942034446785,0.5747540095372614,5e-8,TRUE
7YFhRJ,9XB2DM,tau,dbp,Inverse variance weighted (fixed effects),1246,-0.005696351995715472,0.0012010763204757195,2.1088210149256633e-6,5e-8,TRUE
7YFhRJ,9XB2DM,tau,dbp,MR Egger,1246,-0.015792507401415072,0.003345728484804024,2.623041667951428e-6,5e-8,TRUE
7YFhRJ,9XB2DM,tau,dbp,Weighted median,1246,-0.006797543191415464,0.0019575629303816874,5.157273460385914e-4,5e-8,TRUE
7YFhRJ,9XB2DM,tau,dbp,Weighted mode,1246,-0.009822415065676937,0.006027922968264544,0.1034631784998457,5e-8,TRUE
8WJpMN,j3MyP9,tau,insom,Inverse variance weighted (fixed effects),13,-0.027487692076432507,0.05209952960293729,0.5977772560685815,5e-8,TRUE
8WJpMN,j3MyP9,tau,insom,MR Egger,13,0.16534355175406945,0.4638354378489435,0.7282317827776084,5e-8,TRUE
8WJpMN,j3MyP9,tau,insom,Weighted median,13,-0.07298577278527009,0.07321074634965433,0.31879992465748996,5e-8,TRUE
8WJpMN,j3MyP9,tau,insom,Weighted mode,13,-0.09641399994090949,0.1253494137921988,0.45667002825477065,5e-8,TRUE
a3I4FP,1i3ys8,tau,tc,Inverse variance weighted (fixed effects),205,-0.01002816578003497,0.011563102970425426,0.3858019794005158,5e-8,TRUE
a3I4FP,1i3ys8,tau,tc,MR Egger,205,-0.01704656750184514,0.02520093744379451,0.49954023289942373,5e-8,TRUE
a3I4FP,1i3ys8,tau,tc,Weighted median,205,-0.009687067923696084,0.019259700989960313,0.6149847761313398,5e-8,TRUE
a3I4FP,1i3ys8,tau,tc,Weighted mode,205,-0.018642211865822378,0.023933876426988864,0.43693836124038965,5e-8,TRUE
AKgdVT,Kv7gez,hipv,smki,Inverse variance weighted (fixed effects),137,-0.028077322167487293,0.07510623046985683,0.7085272316656938,5e-8,TRUE
AKgdVT,Kv7gez,hipv,smki,MR Egger,137,-0.6369321487835716,0.3835544665949055,0.09911385125555847,5e-8,TRUE
AKgdVT,Kv7gez,hipv,smki,Weighted median,137,-0.008047925933359266,0.11193827865012174,0.9426845919365066,5e-8,TRUE
AKgdVT,Kv7gez,hipv,smki,Weighted mode,137,-0.1656357806076314,0.2634780467233016,0.5306318605336977,5e-8,TRUE
aL1w2e,t2y5mQ,ab42,smki,Inverse variance weighted (fixed effects),127,0.004630767407766822,0.036539150379668664,0.899150615753818,5e-8,TRUE
aL1w2e,t2y5mQ,ab42,smki,MR Egger,127,-0.13693431080961382,0.184365526567157,0.4590370363959636,5e-8,TRUE
aL1w2e,t2y5mQ,ab42,smki,Weighted median,127,-0.07122602983044739,0.05514194078152221,0.19646617845697337,5e-8,TRUE
aL1w2e,t2y5mQ,ab42,smki,Weighted mode,127,-0.21143982909401782,0.1355742200157768,0.12136567701187959,5e-8,TRUE
aSSCc0,EuYiG0,nft4,tc,Inverse variance weighted (fixed effects),239,0.11466946812303391,0.0849969640272953,0.17730460662929434,5e-8,TRUE
aSSCc0,EuYiG0,nft4,tc,MR Egger,239,0.050756221629049095,0.19299197411059243,0.7927817342730897,5e-8,TRUE
aSSCc0,EuYiG0,nft4,tc,Weighted median,239,0.0556249024421469,0.14318019110119465,0.697649163886205,5e-8,TRUE
aSSCc0,EuYiG0,nft4,tc,Weighted mode,239,-0.020646505908777257,0.18780657863212247,0.9125536087539695,5e-8,TRUE
Atc1Lo,S1PdS7,tau,audit,Inverse variance weighted (fixed effects),7,-0.2009692574079849,0.24450151796408692,0.41110248014064354,5e-8,TRUE
Atc1Lo,S1PdS7,tau,audit,MR Egger,7,-0.7175571910766824,0.6149035672142785,0.29585551436235263,5e-8,TRUE
Atc1Lo,S1PdS7,tau,audit,Weighted median,7,-0.4233691692271005,0.34184922680361224,0.2155427526772702,5e-8,TRUE
Atc1Lo,S1PdS7,tau,audit,Weighted mode,7,-0.7036597169696739,0.40745324929163995,0.1349186308913183,5e-8,TRUE
AXgl9j,QWWELH,ptau,alccliu,Inverse variance weighted (fixed effects),55,0.1422337440796853,0.055093552635466836,0.009832162883932107,5e-8,TRUE
AXgl9j,QWWELH,ptau,alccliu,MR Egger,55,0.40737493353323473,0.2129930776957663,0.06120710477566021,5e-8,TRUE
AXgl9j,QWWELH,ptau,alccliu,Weighted median,55,0.20801325565317597,0.08345958370980058,0.01268890936299227,5e-8,TRUE
AXgl9j,QWWELH,ptau,alccliu,Weighted mode,55,0.2571802153405023,0.1524608540958853,0.09739961471767529,5e-8,TRUE
aXv1Cw,qYlSBN,hipv,dbp,Inverse variance weighted (fixed effects),1536,0.0011086930695505032,0.001651754072843773,0.5020793480539867,5e-8,TRUE
aXv1Cw,qYlSBN,hipv,dbp,MR Egger,1536,0.012621817920426394,0.004682949943341819,0.00710996453739894,5e-8,TRUE
aXv1Cw,qYlSBN,hipv,dbp,Weighted median,1536,0.0038132885747921876,0.002594668423214707,0.14165300701858952,5e-8,TRUE
aXv1Cw,qYlSBN,hipv,dbp,Weighted mode,1536,0.00704752449241286,0.009433378306115143,0.4551273714062606,5e-8,TRUE
b6PAoJ,JPzmD5,nft4,insom,Inverse variance weighted (fixed effects),15,0.43547965378963643,0.37001994100019087,0.239231985848155,5e-8,TRUE
b6PAoJ,JPzmD5,nft4,insom,MR Egger,15,0.8036745292838874,1.6534927865021642,0.6350243856519884,5e-8,TRUE
b6PAoJ,JPzmD5,nft4,insom,Weighted median,15,1.0039111969683152,0.5349575956484307,0.06057043169015475,5e-8,TRUE
b6PAoJ,JPzmD5,nft4,insom,Weighted mode,15,1.2627297657295777,0.8664111376602501,0.16706293135966263,5e-8,TRUE
B8Favn,BjmGwQ,nft4,smki,Inverse variance weighted (fixed effects),133,-0.616286738806378,0.3904470632006867,0.11447074975123202,5e-8,TRUE
B8Favn,BjmGwQ,nft4,smki,MR Egger,133,1.0562008807386936,1.8825760541927143,0.5757285355121686,5e-8,TRUE
B8Favn,BjmGwQ,nft4,smki,Weighted median,133,-1.1573404621612464,0.5670598669902738,0.04125586266076606,5e-8,TRUE
B8Favn,BjmGwQ,nft4,smki,Weighted mode,133,-1.4901841116204047,1.3441097052160664,0.2695852699762763,5e-8,TRUE
bAzQrx,50tY67,vbiany,audit,Inverse variance weighted (fixed effects),13,-0.551892964907739,1.6865023685852951,0.7434855038150281,5e-8,TRUE
bAzQrx,50tY67,vbiany,audit,MR Egger,13,-1.6037285232998495,2.650314312778372,0.5573837492252653,5e-8,TRUE
bAzQrx,50tY67,vbiany,audit,Weighted median,13,-1.3639752875986175,2.3840663096654215,0.5672397511925334,5e-8,TRUE
bAzQrx,50tY67,vbiany,audit,Weighted mode,13,-2.0738483759383293,2.518138460972646,0.4262524980057829,5e-8,TRUE
BizsPC,wjVYYF,load,dbp,Inverse variance weighted (fixed effects),1525,-0.010789018756619887,0.003149760248774056,6.140168548368448e-4,5e-8,TRUE
BizsPC,wjVYYF,load,dbp,MR Egger,1525,-0.02942540991395637,0.009499695329856492,0.0019871795209744623,5e-8,TRUE
BizsPC,wjVYYF,load,dbp,Weighted median,1525,-0.010045027668255291,0.005133073029563579,0.050356544977181276,5e-8,TRUE
BizsPC,wjVYYF,load,dbp,Weighted mode,1525,-0.005912077722289744,0.016224086997159323,0.715608949017098,5e-8,TRUE
bTMAS6,QaoIFO,vbiany,hdl,Inverse variance weighted (fixed effects),229,0.013160041684778459,0.10794319907241222,0.9029652605832781,5e-8,TRUE
bTMAS6,QaoIFO,vbiany,hdl,MR Egger,229,0.386413090265484,0.21151987036807737,0.06903693526864182,5e-8,TRUE
bTMAS6,QaoIFO,vbiany,hdl,Weighted median,229,0.20772325774541384,0.18098984923155087,0.25108967542067423,5e-8,TRUE
bTMAS6,QaoIFO,vbiany,hdl,Weighted mode,229,0.21161432169255434,0.20259984429400593,0.2973630285729475,5e-8,TRUE
bWbmEb,TK2iRE,vbiany,sbp,Inverse variance weighted (fixed effects),1422,0.040742539370957315,0.006920447785896876,3.926288137348289e-9,5e-8,TRUE
bWbmEb,TK2iRE,vbiany,sbp,MR Egger,1422,0.1003379427442373,0.019321713115990978,2.3699041186920654e-7,5e-8,TRUE
bWbmEb,TK2iRE,vbiany,sbp,Weighted median,1422,0.03946579990136913,0.0108213993897479,2.65305013829686e-4,5e-8,TRUE
bWbmEb,TK2iRE,vbiany,sbp,Weighted mode,1422,0.030097794396092947,0.03810249645069126,0.42970826867185574,5e-8,TRUE
C1329U,ARf4Y1,aaos,alccliu,Inverse variance weighted (fixed effects),68,0.2760780558647474,0.11758769031612137,0.018882211181537677,5e-8,TRUE
C1329U,ARf4Y1,aaos,alccliu,MR Egger,68,-0.4285590924552467,0.20659549609395972,0.04194737200152554,5e-8,TRUE
C1329U,ARf4Y1,aaos,alccliu,Weighted median,68,0.06359031704841352,0.19042817809008153,0.7384298627166396,5e-8,TRUE
C1329U,ARf4Y1,aaos,alccliu,Weighted mode,68,-0.3830851525182002,0.21164722685767018,0.07477789985316984,5e-8,TRUE
C1hAyz,qClwWQ,ptau,dep,Inverse variance weighted (fixed effects),29,-0.4577452509235213,0.1397544753789409,0.0010552999054995646,5e-8,TRUE
C1hAyz,qClwWQ,ptau,dep,MR Egger,29,-1.3813300011915128,0.5369155036155084,0.015906638490227092,5e-8,TRUE
C1hAyz,qClwWQ,ptau,dep,Weighted median,29,-0.6738428656422862,0.19105600463960942,4.203936744353547e-4,5e-8,TRUE
C1hAyz,qClwWQ,ptau,dep,Weighted mode,29,-0.8562579194017383,0.40355668708886194,0.042839461872990155,5e-8,TRUE
c7gelx,GDQV0k,ab42,trig,Inverse variance weighted (fixed effects),137,-0.0026575901841122533,0.009454814119657899,0.778646523447319,5e-8,TRUE
c7gelx,GDQV0k,ab42,trig,MR Egger,137,0.019690340016900933,0.018399307682166133,0.28645357616436873,5e-8,TRUE
c7gelx,GDQV0k,ab42,trig,Weighted median,137,0.0032460071020040202,0.015908787967498166,0.8383233212885042,5e-8,TRUE
c7gelx,GDQV0k,ab42,trig,Weighted mode,137,0.008493631790252087,0.01736364203314971,0.6255150682551813,5e-8,TRUE
c8A5Wr,Cy0If5,npany,pp,Inverse variance weighted (fixed effects),1136,-0.030285690640405465,0.014352318059899461,0.03484455765074833,5e-8,TRUE
c8A5Wr,Cy0If5,npany,pp,MR Egger,1136,-0.02761657491706911,0.04004119218770231,0.4905213894297865,5e-8,TRUE
c8A5Wr,Cy0If5,npany,pp,Weighted median,1136,-0.008602209120501086,0.022254551642573644,0.6990989560993128,5e-8,TRUE
c8A5Wr,Cy0If5,npany,pp,Weighted mode,1136,0.0733628067125025,0.06750603231643933,0.2773739494283771,5e-8,TRUE
cBuDfu,SAwt4B,tau,alccliu,Inverse variance weighted (fixed effects),53,0.11715037243305636,0.05880173053613583,0.04633873971589122,5e-8,TRUE
cBuDfu,SAwt4B,tau,alccliu,MR Egger,53,0.20848944801007097,0.20326225375854767,0.3098658377330381,5e-8,TRUE
cBuDfu,SAwt4B,tau,alccliu,Weighted median,53,0.09222840907833904,0.08346877769452023,0.2691834192149911,5e-8,TRUE
cBuDfu,SAwt4B,tau,alccliu,Weighted mode,53,0.12080764145376865,0.1969730299654148,0.5423378335672927,5e-8,TRUE
cJOI49,WrVWhr,ptau,sociso,Inverse variance weighted (fixed effects),19,-0.010239602850143806,0.09821544067170272,0.9169657592406348,5e-8,TRUE
cJOI49,WrVWhr,ptau,sociso,MR Egger,19,-1.0320586623330015,0.6985807102182653,0.1578643261079148,5e-8,TRUE
cJOI49,WrVWhr,ptau,sociso,Weighted median,19,-0.022617829959673146,0.1432778553748334,0.8745671857439784,5e-8,TRUE
cJOI49,WrVWhr,ptau,sociso,Weighted mode,19,0.032751466469596036,0.2428227313560902,0.8942050467872208,5e-8,TRUE
CnQGgP,aLPkI5,vbiany,pp,Inverse variance weighted (fixed effects),1132,0.0587656812321637,0.011474199610046927,3.0303517195773343e-7,5e-8,TRUE
CnQGgP,aLPkI5,vbiany,pp,MR Egger,1132,0.16405905311005575,0.032930086333571106,7.273683194287752e-7,5e-8,TRUE
CnQGgP,aLPkI5,vbiany,pp,Weighted median,1132,0.05815234281315735,0.018530690538106933,0.0017000982382241192,5e-8,TRUE
CnQGgP,aLPkI5,vbiany,pp,Weighted mode,1132,0.0827954085144107,0.07139860961100618,0.24644743080914053,5e-8,TRUE
DAmiwT,yaiQjS,nft4,audit,Inverse variance weighted (fixed effects),15,-0.7809932053723118,1.2870445332088132,0.5439761280076876,5e-8,TRUE
DAmiwT,yaiQjS,nft4,audit,MR Egger,15,-0.6168656124087643,2.024231726416866,0.7653875579203646,5e-8,TRUE
DAmiwT,yaiQjS,nft4,audit,Weighted median,15,-0.5028461891806901,1.6894478662097003,0.7659784269621474,5e-8,TRUE
DAmiwT,yaiQjS,nft4,audit,Weighted mode,15,-0.4811336356177307,1.8899086180165023,0.8027486026003986,5e-8,TRUE
dmhMGR,scGglJ,ab42,mdd,Inverse variance weighted (fixed effects),40,-0.007523260396954145,0.021874766451958537,0.7309033315495175,5e-8,TRUE
dmhMGR,scGglJ,ab42,mdd,MR Egger,40,0.01520999530818075,0.1480748377463467,0.9187267123903424,5e-8,TRUE
